productModel,batch,item
http://www.w3id.org/dpp/fagerhult/notor65/data/#Notor65_BetaOpti,http://www.w3id.org/dpp/fagerhult/notor65/data/#Batch_N65BO_2025M05,http://www.w3id.org/dpp/fagerhult/notor65/data/#Item_7320046630874
