context,description,location,category
http://w3id.org/dpp/fagerhult/notor65/data/#Notor65_BetaOpti_DisassemblyContext,Disassembly of the Notor65 Beta Opti luminaire during end of life handling,Recycling or renovation facility,End of life disassembly context for suspended indoor office luminaires
